package	version	architecture	source	package_url	size	sha256	requested_by
libgeos3.12.1t64	3.12.1-3build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/geos/libgeos3.12.1t64_3.12.1-3build1_amd64.deb	849210	3040bab330cb02bfad385b47a448d4c4165669a928fbe19921548d33112350d7	apt-closure
libgeotiff-dev	1.7.1-5build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libgeotiff/libgeotiff-dev_1.7.1-5build1_amd64.deb	88736	559382dfb1deb541aa6d1267b7906c24ee5c3d1c1d28defcdbc82261d59d42d9	apt-closure
libgeotiff5	1.7.1-5build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libgeotiff/libgeotiff5_1.7.1-5build1_amd64.deb	62882	7823e460621a925c08a38b5b68940d8b60eb7ca70cab7eb2da81e1168f1bda77	apt-closure
libgeronimo-annotation-1.3-spec-java	1.3-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/geronimo-annotation-1.3-spec/libgeronimo-annotation-1.3-spec-java_1.3-1_all.deb	11180	dd5d8451710c7657cc3f2bce9513c4c2128ca7cab751cc3e8c22306f7020cf0e	apt-closure
libgeronimo-interceptor-3.0-spec-java	1.0.1-4fakesync	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/geronimo-interceptor-3.0-spec/libgeronimo-interceptor-3.0-spec-java_1.0.1-4fakesync_all.deb	8616	86aa8a92dbee3adffefce3258ab9fe66956a1ea3e580c908509e9d37deabd48e	apt-closure
libgfortran-13-dev	13.3.0-6ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-13/libgfortran-13-dev_13.3.0-6ubuntu2%7e24.04.1_amd64.deb	928110	ce0fdf0d9e7eadb33947ca7cdd0fc3477b570603cb721b108c96ebdfbb7cd80a	apt-closure
libgfortran5	14.2.0-4ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14/libgfortran5_14.2.0-4ubuntu2%7e24.04.1_amd64.deb	916316	2b05896c477275ad3473bb63a5ac5a5b8a7e4a6ad6ed7cb23c442ccd1abc28f5	apt-closure
libgif-dev	5.2.2-1ubuntu1.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/giflib/libgif-dev_5.2.2-1ubuntu1.2_amd64.deb	22882	7ac6f1645acfcf34a42a39e9104c048cb88aaddc0d22378b43c3bd0d5902ad7a	apt-closure
libgif7	5.2.2-1ubuntu1.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/giflib/libgif7_5.2.2-1ubuntu1.2_amd64.deb	35608	8137945ac9167f26d0264f403ffb48a45974f096e8acab5479e33fdba6c28a36	apt-closure
libgirepository-1.0-1	1.80.1-1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gobject-introspection/libgirepository-1.0-1_1.80.1-1_amd64.deb	81920	67ab4f3dc402229519f36f63b24a987a123a611e21cbef71ed4a110ed339e547	apt-closure
libgit2-1.7	1.7.2+ds-1ubuntu3	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgit2/libgit2-1.7_1.7.2%2bds-1ubuntu3_amd64.deb	528564	58147f4f56174bb22772b12f7df2ebcbd614597965de9d0557916cd772dbef1b	apt-closure
libgl1	1.7.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglvnd/libgl1_1.7.0-1build1_amd64.deb	101990	e2b2fadeb883f073b566ad1d7874f6702397514d258473e96152a89d4d502a09	apt-closure
libgl1-mesa-dri	25.2.8-0ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mesa/libgl1-mesa-dri_25.2.8-0ubuntu0.24.04.2_amd64.deb	37884	cb46b5d0cdaa9174b7f5362ead3f794d1e3674fcdfb9631950216f5acc9c591d	apt-closure
libgl2ps1.4	1.4.2+dfsg1-2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gl2ps/libgl2ps1.4_1.4.2%2bdfsg1-2build1_amd64.deb	41878	2ccbf05cf368716da952c8dee7f3d8f903d522d13bf31389968880ef0d42458c	apt-closure
libgles2	1.7.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglvnd/libgles2_1.7.0-1build1_amd64.deb	17122	9dec2d79a2eebb80522f7cce77995f7a8ded22f0e3916f13353d066c62f97fac	apt-closure
libglew2.2	2.2.0-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/glew/libglew2.2_2.2.0-4build1_amd64.deb	187350	ffef730aac883b1cb1641eae6149da4091a890330d786916f29ea10de362ba9e	apt-closure
libglib2.0-0t64	2.80.0-6ubuntu3.8	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/glib2.0/libglib2.0-0t64_2.80.0-6ubuntu3.8_amd64.deb	1545474	ca4eda0e01c76ba2e5e501e77decce53d98a641234b517eb98fc5d74980f913f	apt-closure
libglibmm-2.4-1t64	2.66.7-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/glibmm2.4/libglibmm-2.4-1t64_2.66.7-1build1_amd64.deb	628614	b26199c73d4bc9805d2278ae5a26b0f34f5abb2e3746883e5d70a4998d8b3981	apt-closure
libglpk40	5.0-1build2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/glpk/libglpk40_5.0-1build2_amd64.deb	369010	93d855e7d9a394ea21b1e8b551210549c3b6af1c92f39065ac92237a54547a67	apt-closure
libglu1-mesa	9.0.2-1.1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglu/libglu1-mesa_9.0.2-1.1build1_amd64.deb	151722	4288833eebfbf6b00d1ae98159f429e1f7f6398288c9305edeeb185d9ed048d9	apt-closure
libglvnd0	1.7.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglvnd/libglvnd0_1.7.0-1build1_amd64.deb	69594	33f5e07c74f73c2bfb44086ae0f9e6da52acd6c104d30ffe8fd768d8253d5e82	apt-closure
libglx-mesa0	25.2.8-0ubuntu0.24.04.2	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/m/mesa/libglx-mesa0_25.2.8-0ubuntu0.24.04.2_amd64.deb	110124	83ff69f8d68c073efd1e1ea66e5709562b677d0e3e17b8bcd65850cab887c4f6	apt-closure
libglx0	1.7.0-1build1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libglvnd/libglx0_1.7.0-1build1_amd64.deb	38558	aa4953182f30abde90cb5b072e83d7286b557b325769b8686196a7bd396d8795	apt-closure
libgme0	0.6.3-7build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/game-music-emu/libgme0_0.6.3-7build1_amd64.deb	134050	a54fa608501f87f9e5064b60c75fc1bb62735c9f9ba9f7680cb804bb5eae2027	apt-closure
libgmp-dev	2:6.3.0+dfsg-2ubuntu6.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gmp/libgmp-dev_6.3.0%2bdfsg-2ubuntu6.1_amd64.deb	340090	a9847b5ecfff791a46cb198f29a06d9d23a20afdfdd434812f2b44ccfb61d46a	apt-closure
libgmp10	2:6.3.0+dfsg-2ubuntu6.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gmp/libgmp10_6.3.0%2bdfsg-2ubuntu6.1_amd64.deb	253460	285f8a505dfa8e1b33f357a9d8d3477ad35bf18c0b34771a6df4c25923f3ae0d	apt-closure
libgmpxx4ldbl	2:6.3.0+dfsg-2ubuntu6.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gmp/libgmpxx4ldbl_6.3.0%2bdfsg-2ubuntu6.1_amd64.deb	9888	6f59344240b6dc139ed23ef236b8aa146e5d25e23aa90e79f814e2e4cc4b5752	apt-closure
libgnutls30t64	3.8.3-1.1ubuntu3.6	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gnutls28/libgnutls30t64_3.8.3-1.1ubuntu3.6_amd64.deb	1002902	b8944756260c5ea6b7fac019745f931f905aa7a4df0763676b1b25c911b692e2	apt-closure
libgomp1	14.2.0-4ubuntu2~24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14/libgomp1_14.2.0-4ubuntu2%7e24.04.1_amd64.deb	148062	e8a95ec58125b4933597f30ff56c2ae10edf90f287262e366d4b6edea3019144	apt-closure
libgomp1-arm64-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgomp1-arm64-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	109584	8186dd15e27cb872f1d4b963c5adc68094e31b20f60a72211492424e0d3512a1	apt-closure
libgomp1-armhf-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgomp1-armhf-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	122740	c38abffe07d06f39294c91ff24189f525c7096d7388b426cfb442f017d2169ce	apt-closure
libgomp1-riscv64-cross	14.2.0-4ubuntu2~24.04.1cross1	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gcc-14-cross/libgomp1-riscv64-cross_14.2.0-4ubuntu2%7e24.04.1cross1_all.deb	113514	572be469d1c1a999c9df37db87da4bea5cc21e36f28ed2e128dda094b683cd70	apt-closure
libgoogle-gson-java	2.10.1-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libgoogle-gson-java/libgoogle-gson-java_2.10.1-1_all.deb	251606	48d946154ccfbd02d9ffadff797f96f6a2bd4d043424dd33734565d5c994b65b	apt-closure
libgpg-error0	1.47-3build2.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgpg-error/libgpg-error0_1.47-3build2.1_amd64.deb	70092	93654ee8180a73a0363f25c51dc673d67cbabcbecd164187b8a2deb54d007aef	apt-closure
libgpgme11t64	1.18.0-4.1ubuntu4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gpgme1.0/libgpgme11t64_1.18.0-4.1ubuntu4_amd64.deb	135618	b3640068e8af3becf16faec886ff139880736ed23a7fc605c1f0cece405a5606	apt-closure
libgpgmepp6t64	1.18.0-4.1ubuntu4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gpgme1.0/libgpgmepp6t64_1.18.0-4.1ubuntu4_amd64.deb	119480	52d1d13d77303d55db140409c2c352b667ce32102e651ab095419094459d043f	apt-closure
libgphoto2-6t64	2.5.31-2.1ubuntu1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgphoto2/libgphoto2-6t64_2.5.31-2.1ubuntu1.1_amd64.deb	734596	f60dc6e328494902a9d4ae6f156d0e7a5074271e9467d32e8887ed363e6f6f09	apt-closure
libgphoto2-dev	2.5.31-2.1ubuntu1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgphoto2/libgphoto2-dev_2.5.31-2.1ubuntu1.1_amd64.deb	33184	9fcf33d6dbc296172b049f7b74a8f1c4eb5f58fc323d82c6ff5a7289e39d4c7e	apt-closure
libgphoto2-port12t64	2.5.31-2.1ubuntu1.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgphoto2/libgphoto2-port12t64_2.5.31-2.1ubuntu1.1_amd64.deb	59212	0a32510314ecd537f52dabd3e407882dd33535064b8b3d6fe1f2f106032c805c	apt-closure
libgpm2	1.20.7-11	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gpm/libgpm2_1.20.7-11_amd64.deb	14104	158b9073bf5177286474dacb87cb60aac9ceb08613fdb5a1e1643ca5d07be7cf	apt-closure
libgprofng0	2.42-4ubuntu2.10	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/b/binutils/libgprofng0_2.42-4ubuntu2.10_amd64.deb	848684	1b7e3c2fc162e8358ca6e5a3fffdb4d0d632f790630323215841bb36a63c0ab8	apt-closure
libgradle-core-java	4.4.1-20	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gradle/libgradle-core-java_4.4.1-20_all.deb	4266964	bf7b25ab5348da60d9c9e45530071902353411b4c56fe9ead2d4475d1474d5dc	apt-closure
libgradle-plugins-java	4.4.1-20	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gradle/libgradle-plugins-java_4.4.1-20_all.deb	5189630	3f938d8dd8a1bdc6625de6016e6472b62e2b8ec5ecd9daf8e884aea2a8b65b40	apt-closure
libgraphite2-3	1.3.14-2ubuntu0.24.04.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/graphite2/libgraphite2-3_1.3.14-2ubuntu0.24.04.1_amd64.deb	73352	2413ea0f6670d6610ee7c2f550551d69fa341f4b9c78e20eb397f0d1bbe914cb	apt-closure
libgs-common	10.02.1~dfsg1-0ubuntu7.8	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/ghostscript/libgs-common_10.02.1%7edfsg1-0ubuntu7.8_all.deb	176032	4807902a3550bd440fef49613ba42096871910f9ecad00e931c6f90adcf78316	apt-closure
libgs10	10.02.1~dfsg1-0ubuntu7.8	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/ghostscript/libgs10_10.02.1%7edfsg1-0ubuntu7.8_amd64.deb	3897484	cc87515de25fedba5a13471d1b4d691b0754342c224f1525fa741bfa4fb19f66	apt-closure
libgs10-common	10.02.1~dfsg1-0ubuntu7.8	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/ghostscript/libgs10-common_10.02.1%7edfsg1-0ubuntu7.8_all.deb	487994	d54d80db382e2308ab5165f3f170531568d0baa9708ba427e04602c1f476f3e8	apt-closure
libgsl27	2.7.1+dfsg-6ubuntu2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gsl/libgsl27_2.7.1%2bdfsg-6ubuntu2_amd64.deb	986886	a633774cf0eb1e5cd9fa7671da18ce503ef4d31585d52e27c56de7effcdb321e	apt-closure
libgslcblas0	2.7.1+dfsg-6ubuntu2	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gsl/libgslcblas0_2.7.1%2bdfsg-6ubuntu2_amd64.deb	103606	34ba0c31dd59224734a8cfba704ac381a11bcdb2ba91ff09888e8eda173617d4	apt-closure
libgsm1	1.0.22-1build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libgsm/libgsm1_1.0.22-1build1_amd64.deb	27810	8cc765587a3275e861f166a98b4b79dd8d5c673f97e17967945ab4d1eb89c89a	apt-closure
libgspell-1-2	1.12.2-1build4	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gspell/libgspell-1-2_1.12.2-1build4_amd64.deb	52408	5c262bb7c24cdce830715fa5b6255e6322625ab1a8368532578793d512773e4e	apt-closure
libgspell-1-common	1.12.2-1build4	all	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gspell/libgspell-1-common_1.12.2-1build4_all.deb	6278	ded8abecee31df61fdaa3c722a927f5009e3dc43e9087e1820e2a3b4433987f1	apt-closure
libgssapi-krb5-2	1.20.1-6ubuntu2.7	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/k/krb5/libgssapi-krb5-2_1.20.1-6ubuntu2.7_amd64.deb	142698	212ea4cb04b63b89b3f1f9f819925d608a0d09e1d0bd6fedadcc8c80dff9c64b	apt-closure
libgstreamer-gl1.0-0	1.24.2-1ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gst-plugins-base1.0/libgstreamer-gl1.0-0_1.24.2-1ubuntu0.4_amd64.deb	213954	95200fbc93b7e88ccb451d7546cbf824189d9cefac0c9053be0246b9d0db8449	apt-closure
libgstreamer-plugins-base1.0-0	1.24.2-1ubuntu0.4	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gst-plugins-base1.0/libgstreamer-plugins-base1.0-0_1.24.2-1ubuntu0.4_amd64.deb	862084	508f0a23fab878be69390cd3f5d94024541875dc7034b64becb1c72241508afc	apt-closure
libgstreamer-plugins-good1.0-0	1.24.2-1ubuntu1.5	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gst-plugins-good1.0/libgstreamer-plugins-good1.0-0_1.24.2-1ubuntu1.5_amd64.deb	33508	c8539ab574fc80c1697b42f66fc01f1304c35c43124c8213fe9768a33b5c3908	apt-closure
libgstreamer1.0-0	1.24.2-1ubuntu0.1	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gstreamer1.0/libgstreamer1.0-0_1.24.2-1ubuntu0.1_amd64.deb	1165196	306a6a5cff08630b79b8a68e5f888da7d8e209a452e9b5e24449cca95d8e71f5	apt-closure
libgtk-3-0t64	3.24.41-4ubuntu1.3	amd64	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gtk%2b3.0/libgtk-3-0t64_3.24.41-4ubuntu1.3_amd64.deb	2913080	fd61e308234b12d243160798216d0efcb605d83af185bf3414ac99c2ed5166fc	apt-closure
libgtk-3-common	3.24.41-4ubuntu1.3	all	Ubuntu:noble-updates:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gtk%2b3.0/libgtk-3-common_3.24.41-4ubuntu1.3_all.deb	1425952	193be16ae51e14f6a209de012e61916761be866c6babaa48d7faa9e641567950	apt-closure
libgtkmm-3.0-1t64	3.24.9-1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/g/gtkmm3.0/libgtkmm-3.0-1t64_3.24.9-1_amd64.deb	983118	7afa74453620f6a3f700226f82a087c82691a3a5d217e213d8b9f3f80d393155	apt-closure
libgts-0.7-5t64	0.7.6+darcs121130-5.2build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/gts/libgts-0.7-5t64_0.7.6%2bdarcs121130-5.2build1_amd64.deb	160592	a6741ed94f3e786eaed0a9fcb69f641327cfe288af4f043e7036b5257e87fc48	apt-closure
libguava-java	32.0.1-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/guava-libraries/libguava-java_32.0.1-1_all.deb	2692240	785a761e87a9d5608ca1ab88a894ece3db233e9c9fd9c37670100f6ad9d7f8cb	apt-closure
libgudev-1.0-0	1:238-5ubuntu1	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/libg/libgudev/libgudev-1.0-0_238-5ubuntu1_amd64.deb	15906	8bdd42c584a8d18759df2311b126dc679d438e9780038743b792cf5315f248dc	apt-closure
libguestfs-perl	1:1.52.0-5ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libguestfs/libguestfs-perl_1.52.0-5ubuntu3_amd64.deb	275848	d29db8e771c8b3886d28d76679d639083383a89cc046a002d102e363efb02f5a	apt-closure
libguestfs-tools	1:1.52.0-5ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libguestfs/libguestfs-tools_1.52.0-5ubuntu3_amd64.deb	32524	3cc859e97598bb99f78e6c9f48b7713e48d178beb2d7a98239a80a48564d0edc	apt-closure
libguestfs0t64	1:1.52.0-5ubuntu3	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libg/libguestfs/libguestfs0t64_1.52.0-5ubuntu3_amd64.deb	3213134	352ea92d9f52c062db4a91ff0d6c6e212d22cc466fc984acba0c8ac37f58aff6	apt-closure
libguice-java	4.2.3-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/guice/libguice-java_4.2.3-2_all.deb	1434140	092fe5ecb617640c3d4ca79112cae78f522af1ff0fcad50083028df0d6774a0c	apt-closure
libgvc6	2.42.2-9ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/graphviz/libgvc6_2.42.2-9ubuntu0.1_amd64.deb	716230	dc674afb98d9b64699f63be3a4e92d4f3b563435ebfc70cbaec0c91b8f41fb48	apt-closure
libgvpr2	2.42.2-9ubuntu0.1	amd64	Ubuntu:noble-updates:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/g/graphviz/libgvpr2_2.42.2-9ubuntu0.1_amd64.deb	186968	1a560080462b80ab56e0fe09af2abd52974a256e25b4f384b9be5872c1073c82	apt-closure
libhamcrest-java	2.2-2	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libh/libhamcrest-java/libhamcrest-java_2.2-2_all.deb	117172	0d446ae83cf6e3fe18f290b26e64d97f2f82b2d31ba5d810687050071f43ef15	apt-closure
libharfbuzz-icu0	8.3.0-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/h/harfbuzz/libharfbuzz-icu0_8.3.0-2build2_amd64.deb	13310	9098670758e60b190d7edf367ad57e954bfc1b2a616def3f4e281062e036a843	apt-closure
libharfbuzz0b	8.3.0-2build2	amd64	Ubuntu:noble:main:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/main/h/harfbuzz/libharfbuzz0b_8.3.0-2build2_amd64.deb	468874	d6f7eea2244f98aa0463a056680d4629476bf624767ede301560e24add686b5c	apt-closure
libhawtjni-runtime-java	1.18-1	all	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/h/hawtjni/libhawtjni-runtime-java_1.18-1_all.deb	28918	a03394f7e51d862855aa87335f2497019c28cbd144dd46d3f618f3fc8b534bbd	apt-closure
libhdf4-0-alt	4.2.16-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libh/libhdf4/libhdf4-0-alt_4.2.16-4build1_amd64.deb	281792	a71e977335b2e3e196773ce9c1daafc89e677390cf50fbbc762ed6b0ef6ef598	apt-closure
libhdf4-alt-dev	4.2.16-4build1	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/libh/libhdf4/libhdf4-alt-dev_4.2.16-4build1_amd64.deb	386944	11d5fc41cade0b0e4d71cf9dd30fb1bdb351a5b0a4a4a60e303e15193a1e1312	apt-closure
libhdf5-103-1t64	1.10.10+repack-3.1ubuntu4	amd64	Ubuntu:noble:universe:nova.clouds.archive.ubuntu.com	http://nova.clouds.archive.ubuntu.com/ubuntu/pool/universe/h/hdf5/libhdf5-103-1t64_1.10.10%2brepack-3.1ubuntu4_amd64.deb	1269972	875e7de8aff8e6af3df2ed8b4455f767c3e9b021652a1ee2bd924f76932d22d1	apt-closure
